Income;Age;Sex;Region;Employment;Retailer
<£10000;18-24;Male;North West;Retired;Apple
£10000-£14999;18-24;Male;South East;Unable-to-Work;Apple
£40000-£49999;18-24;Female;South East;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;East;Permanent-Full-time-Employment;Apple
£15000-£19999;35-44;Female;London;Retired;Apple
£20000-£29999;25-34;Female;East;Student-Or-Internship;Apple
<£10000;55+;Male;Yorkshire;Student-Or-Internship;Apple
<£10000;55+;Male;Scotland;Permanent-Part-time-Employment;Apple
<£10000;35-44;Male;North West;Retired;Apple
£20000-£29999;45-54;Male;West-Midlands;Unpaid-Employment;Apple
£30000-£39999;25-34;Male;South East;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;Yorkshire;Student-Or-Internship;Apple
£40000-£49999;35-44;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;South-West;Student-Or-Internship;Apple
£20000-£29999;55+;Female;North West;Without-Work;Apple
£15000-£19999;18-24;Female;London;Student-Or-Internship;Apple
£20000-£29999;25-34;Female;Yorkshire;Self-employed-.-Freelance;Apple
<£10000;35-44;Female;South East;Retired;Apple
<£10000;25-34;Male;South East;Student-Or-Internship;Apple
£20000-£29999;55+;Male;West-Midlands;House-Wife-Or;Apple
<£10000;45-54;Male;South East;Retired;Apple
£10000-£14999;45-54;Male;Wales;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;East;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;South East;Retired;Apple
£50000-£59999;55+;Male;London;Retired;Apple
£20000-£29999;18-24;Female;Yorkshire;Student-Or-Internship;Apple
£10000-£14999;45-54;Female;North West;Unable-to-Work;Apple
£40000-£49999;18-24;Male;London;Retired;Apple
£40000-£49999;25-34;Male;East;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Female;East Midlands;Retired;Apple
£20000-£29999;45-54;Male;East Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;Northern-Ireland;House-Wife-Or;Apple
£10000-£14999;45-54;Female;South East;Self-employed-.-Freelance;Apple
£20000-£29999;35-44;Male;Yorkshire;Unable-to-Work;Apple
£15000-£19999;55+;Female;South-West;Retired;Apple
£20000-£29999;45-54;Male;South East;Permanent-Full-time-Employment;Apple
£15000-£19999;35-44;Male;North West;Self-employed-.-Freelance;Apple
<£10000;55+;Female;London;Student-Or-Internship;Apple
£20000-£29999;25-34;Male;East;Temporary Work;Apple
£30000-£39999;55+;Male;South-West;Permanent-Part-time-Employment;Apple
£30000-£39999;25-34;Male;London;Retired;Apple
£30000-£39999;18-24;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;East Midlands;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;North West;Permanent-Part-time-Employment;Apple
£10000-£14999;55+;Female;West-Midlands;Self-employed-.-Freelance;Apple
£20000-£29999;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;Yorkshire;House-Wife-Or;Apple
£40000-£49999;35-44;Male;North West;Permanent-Full-time-Employment;Apple
£30000-£39999;55+;Female;South East;Self-employed-.-Freelance;Apple
£15000-£19999;55+;Female;North-East;Unable-to-Work;Apple
<£10000;55+;Male;Yorkshire;Self-employed-.-Freelance;Apple
£15000-£19999;35-44;Male;North-East;Student-Or-Internship;Apple
£20000-£29999;45-54;Male;Scotland;Student-Or-Internship;Apple
£30000-£39999;55+;Male;East;Permanent-Full-time-Employment;Apple
<£10000;45-54;Female;Wales;Retired;Apple
£15000-£19999;18-24;Male;London;Retired;Apple
£40000-£49999;25-34;Male;North-East;House-Wife-Or;Apple
£20000-£29999;55+;Male;North-East;Retired;Apple
£20000-£29999;45-54;Female;South East;Self-employed-.-Freelance;Apple
£40000-£49999;25-34;Female;Northern-Ireland;Self-employed-.-Freelance;Apple
£20000-£29999;55+;Female;South-West;House-Wife-Or;Apple
£30000-£39999;18-24;Female;North West;Retired;Apple
£20000-£29999;25-34;Female;East Midlands;Permanent-Full-time-Employment;Apple
£40000-£49999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Female;East;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;East;House-Wife-Or;Apple
£60000-£69999;25-34;Female;South East;House-Wife-Or;Apple
£15000-£19999;55+;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£60000-£69999;25-34;Male;West-Midlands;Retired;Apple
<£10000;25-34;Female;North-East;Unable-to-Work;Apple
£15000-£19999;25-34;Female;North-East;Permanent-Full-time-Employment;Apple
£10000-£14999;45-54;Female;North West;Permanent-Part-time-Employment;Apple
£10000-£14999;35-44;Male;East Midlands;Student-Or-Internship;Apple
£15000-£19999;45-54;Male;East;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Female;East Midlands;Retired;Apple
£20000-£29999;45-54;Female;North West;Permanent-Full-time-Employment;Apple
£50000-£59999;55+;Female;Yorkshire;Retired;Apple
<£10000;25-34;Male;East Midlands;Unpaid-Employment;Apple
£20000-£29999;35-44;Female;London;Without-Work;Apple
£10000-£14999;35-44;Female;Scotland;House-Wife-Or;Apple
£40000-£49999;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
£40000-£49999;25-34;Male;West-Midlands;Unpaid-Employment;Apple
£15000-£19999;18-24;Female;Scotland;Permanent-Part-time-Employment;Apple
£15000-£19999;25-34;Male;London;Permanent-Part-time-Employment;Apple
£10000-£14999;45-54;Male;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;East;Self-employed-.-Freelance;Apple
£10000-£14999;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Female;London;Self-employed-.-Freelance;Apple
<£10000;45-54;Male;London;Permanent-Full-time-Employment;Apple
£70000-£99999;18-24;Female;Wales;Permanent-Part-time-Employment;Apple
£20000-£29999;25-34;Male;London;Retired;Apple
£30000-£39999;55+;Female;North West;Retired;Apple
£20000-£29999;18-24;Female;Northern-Ireland;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;East Midlands;House-Wife-Or;Apple
£30000-£39999;25-34;Male;Scotland;Student-Or-Internship;Apple
<£10000;55+;Female;East Midlands;Retired;Apple
£30000-£39999;25-34;Female;North West;Without-Work;Apple
<£10000;25-34;Male;East Midlands;Retired;Apple
£10000-£14999;18-24;Male;East Midlands;Retired;Apple
£15000-£19999;18-24;Male;East Midlands;Unable-to-Work;Apple
£20000-£29999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Male;London;Permanent-Part-time-Employment;Apple
£50000-£59999;35-44;Male;London;House-Wife-Or;Apple
£20000-£29999;35-44;Male;London;Student-Or-Internship;Apple
£20000-£29999;55+;Female;West-Midlands;Retired;Apple
<£10000;55+;Female;North West;Retired;Apple
£30000-£39999;35-44;Male;South-West;Permanent-Full-time-Employment;Apple
£30000-£39999;25-34;Female;South-West;Self-employed-.-Freelance;Apple
£10000-£14999;45-54;Male;London;Permanent-Full-time-Employment;Apple
<£10000;35-44;Female;South-West;House-Wife-Or;Apple
£40000-£49999;25-34;Male;North West;Permanent-Full-time-Employment;Apple
£40000-£49999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;South East;Retired;Apple
£20000-£29999;25-34;Male;London;Without-Work;Apple
£10000-£14999;55+;Female;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;East;Permanent-Part-time-Employment;Apple
£20000-£29999;35-44;Male;East Midlands;Retired;Apple
£30000-£39999;25-34;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Female;London;Permanent-Full-time-Employment;Apple
£60000-£69999;25-34;Female;Scotland;Student-Or-Internship;Apple
£15000-£19999;35-44;Female;East;Permanent-Full-time-Employment;Apple
£40000-£49999;45-54;Male;South East;Retired;Apple
<£10000;18-24;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;South East;House-Wife-Or;Apple
£15000-£19999;55+;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;North West;Retired;Apple
£20000-£29999;25-34;Male;Scotland;Temporary Work;Apple
£15000-£19999;35-44;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;South East;Permanent-Full-time-Employment;Apple
<£10000;55+;Female;North-East;House-Wife-Or;Apple
£10000-£14999;25-34;Male;East;Retired;Apple
£20000-£29999;25-34;Female;East Midlands;Permanent-Part-time-Employment;Apple
£20000-£29999;55+;Male;North West;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Female;East Midlands;Self-employed-.-Freelance;Apple
£10000-£14999;18-24;Male;North-East;Retired;Apple
£20000-£29999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£15000-£19999;55+;Female;North West;Self-employed-.-Freelance;Apple
£10000-£14999;45-54;Male;South East;Student-Or-Internship;Apple
£20000-£29999;35-44;Male;East;Permanent-Full-time-Employment;Apple
£30000-£39999;25-34;Female;London;Unpaid-Employment;Apple
£20000-£29999;55+;Female;South-West;Permanent-Full-time-Employment;Apple
£40000-£49999;55+;Female;South East;Retired;Apple
<£10000;55+;Female;South East;Unable-to-Work;Apple
£10000-£14999;18-24;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Male;South East;Unpaid-Employment;Apple
£20000-£29999;35-44;Female;West-Midlands;Retired;Apple
£30000-£39999;55+;Female;London;Permanent-Full-time-Employment;Apple
£15000-£19999;18-24;Female;North West;Student-Or-Internship;Apple
<£10000;55+;Male;Scotland;Retired;Apple
£20000-£29999;18-24;Male;East;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Male;Wales;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;North West;Permanent-Part-time-Employment;Apple
£20000-£29999;45-54;Female;Scotland;Permanent-Full-time-Employment;Apple
£30000-£39999;25-34;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;Scotland;Retired;Apple
£15000-£19999;35-44;Male;East;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;West-Midlands;Student-Or-Internship;Apple
<£10000;45-54;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;Wales;Unpaid-Employment;Apple
£20000-£29999;35-44;Female;South East;Without-Work;Apple
<£10000;55+;Male;North West;Student-Or-Internship;Apple
£20000-£29999;25-34;Male;Yorkshire;Without-Work;Apple
£10000-£14999;35-44;Male;South East;Permanent-Part-time-Employment;Apple
<£10000;25-34;Male;Yorkshire;House-Wife-Or;Apple
£20000-£29999;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
<£10000;35-44;Male;West-Midlands;Retired;Apple
<£10000;55+;Female;North West;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;West-Midlands;Without-Work;Apple
£10000-£14999;35-44;Female;Northern-Ireland;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;East Midlands;Permanent-Part-time-Employment;Apple
£20000-£29999;55+;Male;London;Permanent-Part-time-Employment;Apple
£30000-£39999;55+;Male;East Midlands;Retired;Apple
£20000-£29999;55+;Female;London;Retired;Apple
£20000-£29999;25-34;Female;Scotland;Student-Or-Internship;Apple
£30000-£39999;45-54;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£10000-£14999;55+;Female;North-East;Without-Work;Apple
£15000-£19999;45-54;Male;Scotland;Unable-to-Work;Apple
£50000-£59999;55+;Male;North West;Unable-to-Work;Apple
£30000-£39999;18-24;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£15000-£19999;55+;Female;North-East;Retired;Apple
£10000-£14999;35-44;Female;West-Midlands;Permanent-Full-time-Employment;Apple
<£10000;25-34;Male;South East;Student-Or-Internship;Apple
<£10000;55+;Female;London;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;East;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;London;Permanent-Part-time-Employment;Apple
£20000-£29999;25-34;Female;Yorkshire;Unable-to-Work;Apple
£15000-£19999;45-54;Male;London;Retired;Apple
£40000-£49999;35-44;Male;Yorkshire;Student-Or-Internship;Apple
£40000-£49999;55+;Male;East Midlands;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Male;East Midlands;Retired;Apple
£15000-£19999;55+;Female;Scotland;Self-employed-.-Freelance;Apple
<£10000;55+;Female;North West;Student-Or-Internship;Apple
<£10000;35-44;Female;Yorkshire;Unpaid-Employment;Apple
£20000-£29999;25-34;Female;Wales;Retired;Apple
£10000-£14999;55+;Male;Wales;Permanent-Full-time-Employment;Apple
<£10000;25-34;Male;London;Retired;Apple
<£10000;18-24;Male;London;Permanent-Full-time-Employment;Apple
£30000-£39999;55+;Male;South East;Permanent-Part-time-Employment;Apple
£20000-£29999;35-44;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£60000-£69999;25-34;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Male;London;Permanent-Part-time-Employment;Apple
<£10000;35-44;Female;South-West;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Male;London;Without-Work;Apple
£10000-£14999;18-24;Male;South-West;Retired;Apple
£15000-£19999;18-24;Male;East;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;North West;Student-Or-Internship;Apple
£10000-£14999;25-34;Female;South East;Unpaid-Employment;Apple
£10000-£14999;45-54;Male;Wales;House-Wife-Or;Apple
£10000-£14999;35-44;Male;South East;Self-employed-.-Freelance;Apple
<£10000;35-44;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Female;East;Retired;Apple
£10000-£14999;45-54;Male;North-East;Permanent-Full-time-Employment;Apple
£15000-£19999;35-44;Female;London;Permanent-Part-time-Employment;Apple
<£10000;35-44;Male;North West;Retired;Apple
<£10000;25-34;Female;East Midlands;Student-Or-Internship;Apple
£10000-£14999;55+;Male;North-East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;London;Permanent-Full-time-Employment;Apple
<£10000;45-54;Female;North West;Retired;Apple
<£10000;45-54;Male;South East;Student-Or-Internship;Apple
<£10000;18-24;Male;North West;Retired;Apple
<£10000;25-34;Female;South East;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;East;Permanent-Part-time-Employment;Apple
£30000-£39999;25-34;Male;North West;Unpaid-Employment;Apple
<£10000;18-24;Male;North West;Retired;Apple
£10000-£14999;35-44;Male;South-West;Self-employed-.-Freelance;Apple
£70000-£99999;55+;Male;North West;Permanent-Part-time-Employment;Apple
<£10000;55+;Female;East Midlands;Unpaid-Employment;Apple
£15000-£19999;55+;Male;West-Midlands;Self-employed-.-Freelance;Apple
£30000-£39999;35-44;Female;South-West;Retired;Apple
£40000-£49999;35-44;Male;London;Retired;Apple
£20000-£29999;25-34;Female;East Midlands;Without-Work;Apple
<£10000;18-24;Female;London;Self-employed-.-Freelance;Apple
£20000-£29999;18-24;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;South East;Permanent-Full-time-Employment;Apple
<£10000;45-54;Female;West-Midlands;Without-Work;Apple
£30000-£39999;25-34;Female;London;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;East;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Female;North-East;Permanent-Part-time-Employment;Apple
£15000-£19999;55+;Female;East;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Female;North West;Without-Work;Apple
£10000-£14999;18-24;Male;North West;Student-Or-Internship;Apple
£10000-£14999;55+;Male;East Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;North West;Retired;Apple
£10000-£14999;25-34;Female;South East;Retired;Apple
<£10000;45-54;Female;London;Permanent-Full-time-Employment;Apple
£40000-£49999;35-44;Female;South East;Without-Work;Apple
£10000-£14999;55+;Male;Wales;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;Yorkshire;Without-Work;Apple
£20000-£29999;45-54;Male;Yorkshire;Retired;Apple
£10000-£14999;25-34;Female;London;Retired;Apple
£20000-£29999;18-24;Female;East;Self-employed-.-Freelance;Apple
£15000-£19999;35-44;Male;Scotland;Retired;Apple
£40000-£49999;55+;Male;West-Midlands;Unable-to-Work;Apple
<£10000;35-44;Female;South East;House-Wife-Or;Apple
£15000-£19999;55+;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Male;Yorkshire;Retired;Apple
£10000-£14999;18-24;Female;Yorkshire;Unable-to-Work;Apple
£40000-£49999;35-44;Female;London;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Female;Yorkshire;Self-employed-.-Freelance;Apple
£20000-£29999;35-44;Male;North West;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;London;Student-Or-Internship;Apple
<£10000;45-54;Male;Scotland;Self-employed-.-Freelance;Apple
£20000-£29999;18-24;Male;North West;Permanent-Full-time-Employment;Apple
£40000-£49999;55+;Female;North West;Retired;Apple
<£10000;25-34;Female;North-East;House-Wife-Or;Apple
£30000-£39999;45-54;Male;South East;Retired;Apple
<£10000;55+;Female;East;Permanent-Part-time-Employment;Apple
£40000-£49999;45-54;Female;South East;House-Wife-Or;Apple
£20000-£29999;25-34;Male;North West;House-Wife-Or;Apple
£40000-£49999;55+;Female;Northern-Ireland;Without-Work;Apple
